chunk,row,col,mode,profile,T,a1,a2a1,a3a1,a3a2,alpha,b2b1,beta,chi2,error,fit_success,incl,n_fit,p,pa2d,phi,psi,rcut,rms_resid,se_T,se_a2a1,se_a3a1,se_a3a2,se_alpha,se_b2b1,se_beta,se_incl,se_p,se_pa2d,se_phi,se_psi,se_theta,se_var_inf,theta,var_inf
r2400_c2800,2400,2800,3d,weibull,0.9715800775281352,0.21858585928586832,0.24099940169868436,0.17472379352216508,0.7249967937290481,0.8519759774368156,0.4687779446430596,1.048446675997578,282810.6629166079,,True,67.66231862912,27938,1.101372781492703,156.8342008093853,165.62344983663897,119.01232443333221,0.1,3.181634105313167,0.02166260393995264,0.051555221635630706,0.02150625094684045,0.09557218126726377,0.07712011986303052,0.12770349275364032,0.5051629246409738,2.734610507743412,0.325939644183585,4.284225104529364,3.455140391522294,24.525446032838435,2.734610507743412,0.15829554800602208,67.66231862912,0.880129816602418
r2400_c2800,2400,2800,2d,weibull,,0.09284993398896198,,,,0.8532428431085227,0.47504999944343773,1.4002968327299437,165105.59682012617,,True,,15220,,157.60548847493013,,,0.1,3.2936206090215117,,,,,0.05055224129378264,0.11292633974134773,0.5965370675604724,,,4.933294308930308,,,,0.13135322635448426,,0.7970828527152328
r2400_c3200,2400,3200,3d,powerlaw,0.9626507654408964,nan,0.2595177488516153,0.1765338095065297,0.6802379039110215,0.657746615264394,0.23879688887543324,,152473.45561223538,,True,78.34735396933425,27938,0.963617499064191,173.47507225237626,176.44677735860844,153.2493936306386,0.1,2.3361432246679676,0.028634697838966276,0.04489127817063932,0.013940529191377928,0.1644207225216367,0.05760710835277105,0.04467756259210693,,2.9568320382774216,0.4185034820435851,3.0403458198188003,1.9184288150177058,16.3832034149835,2.9568320382774216,,78.34735396933425,
r2400_c3200,2400,3200,2d,powerlaw,,nan,,,,0.6532659163321972,0.23991392977137327,,112275.38732800251,,True,,15220,,174.15755263168617,,,0.1,2.7160324522609676,,,,,0.05169104077916633,0.04083199942658071,,,,2.965983107748005,,,,,,
r2400_c3200,2400,3200,3d,weibull,0.9498016161000005,0.31677777849334,0.2871844628644527,0.1843431393393241,0.6418980243591091,0.7786503367447164,0.24504861875887873,2.2293650015158413,127953.36048294847,,True,77.2662853774511,27938,0.8043047134620207,173.4482799866447,176.70325085135525,155.952423395446,0.1,2.14007104802425,0.04028994157208786,0.0608552808711371,0.011684201003762579,0.17506002229212966,0.07610690331121278,0.04248524912440419,1.3184149592990764,2.598661172643927,0.48779322889238425,2.977748909243604,1.9286413642810623,15.672000441056944,2.598661172643927,0.07240800950192604,77.2662853774511,0.8892872379053933
r2400_c3200,2400,3200,2d,weibull,,0.2197229015057894,,,,0.7918818238450758,0.2447449835992649,1.9609939604368736,90077.00453020513,,True,,15220,,174.15009632799732,,,0.1,2.432762101168291,,,,,0.07724139522077587,0.03482925511415128,0.9377191864990863,,,2.869431845848516,,,,0.07219313774337205,,0.8331949058121872
r2400_c3600,2400,3600,3d,powerlaw,0.990867710827119,nan,0.18036822575953965,0.15367523070023725,0.8520083293667893,0.4897950757192789,0.15458575875757835,,204437.3460641736,,True,88.90181525359837,27938,1.552595843071523,8.369674959085014,-171.61228285461547,176.64289749047384,0.1,2.705094620422671,0.01799016040419071,0.10169204998299161,0.07718139161462301,0.09611200285998611,0.024619366390491986,0.07922797925981526,,1.0336550186441307,0.6132831997605975,1.7005902483125774,1.7777380154297469,254.433243727042,1.0336550186441307,,88.90181525359837,
r2400_c3600,2400,3600,2d,powerlaw,,nan,,,,0.5143007938155661,0.16958689781367592,,155302.55527162476,,True,,15220,,8.443822066107632,,,0.1,3.1943461394031223,,,,,0.03319354196488511,0.08117290843839466,,,,1.7729466207973144,,,,,,
r2400_c3600,2400,3600,3d,weibull,0.9739681031455969,0.18804565081891333,0.24767778072217328,0.19041061937604037,0.7687836140199794,0.7779850854505193,0.19166808839057792,1.3029634892828048,152106.78132429437,,True,88.52123125276186,27938,1.132680913620563,8.313511687174927,-171.63284114442385,175.09439086435182,0.1,2.3333325083079184,0.03315902675729895,0.2124282617005875,0.19506640807565714,0.653100098216677,0.12467824342623081,0.06254233464287148,2.0548965439013056,4.00839857449199,2.088019425046481,1.637571015179884,279.8605055675707,222.9396220259009,6.2216747632089895,0.09242070602709054,88.52123125276186,0.6583575695101335
r2400_c3600,2400,3600,2d,weibull,,0.18518872440185197,,,,0.7505227480324608,0.19245801522990758,1.7760663549154452,110262.28311660647,,True,,15220,,8.35293127056035,,,0.1,2.6915730067680834,,,,,0.07085414188322353,0.06388857731174778,0.49193034616652515,,,1.6622690632989212,,,,0.005264426689163893,,0.6060371405395406
