chunk,n_bands,n_ok,n_degenerate,r_min,r_max,slope_T,se_slope_T,T_first,T_last,slope_p,se_slope_p,p_first,p_last,slope_a2a1,se_slope_a2a1,a2a1_first,a2a1_last,slope_a3a2,se_slope_a3a2,a3a2_first,a3a2_last,slope_a3a1,se_slope_a3a1,a3a1_first,a3a1_last,slope_alpha,se_slope_alpha,alpha_first,alpha_last
r2400_c3200,5,5,0,0.009599999999977628,0.5006797572968483,0.06762032731424548,0.31088504297071295,0.9173991694666186,0.9974329445771769,1.2607239390715521,0.9988050660414899,0.5572653229269289,2.016502268566893,-0.2842956480171818,0.39345458988999854,0.35984325915704335,0.05578741782313678,-0.30637435270606456,0.18230633070004285,0.6282472934499618,0.4190753033979351,-0.19392286909014053,0.15899882224431477,0.22607055363162568,0.023379129050018415,-0.5898295075798471,0.12513752610804155,0.8192534497137235,0.2084773002981133
r2400_c3600,5,5,0,0.009599999999977628,0.5006797572968483,-0.1358536730448618,0.18353050120890357,0.969519181354913,0.7635405052664626,-1.272956326916367,1.2540202347918998,1.0485836748590742,-0.39347572964103916,0.13015203887618432,0.24902284059976687,0.27492819696009624,0.5098497276430758,-0.5129730269470754,0.11825912562822986,0.7845369228092509,0.34399953340055855,-0.0650820312505766,0.06297964056599319,0.21569132163656957,0.17538806841361992,-0.4809866494917141,0.07018812714035584,0.7303969105709603,0.20429782325666732
r2400_c4000,5,4,1,0.009599999999977628,0.5006797572968483,-0.1393516410828058,0.2150086940650677,0.9805332848877498,0.823313540306758,-1.5596017488894922,0.9549997165362126,1.2288138094661756,-0.6273533072218265,0.176038240120224,0.26148745720254296,0.2409347228253173,0.42976179695582906,-0.4777925614919436,0.10367102442378957,0.8233158011865165,0.2294942070121963,-0.07510810921668894,0.04990554630481602,0.1983653643565774,0.09862784279651451,-0.4988749499336983,0.042716784761444165,0.7369980391412934,0.15057562169996488
r2400_c4400,5,4,1,0.009599999999977628,0.5006797572968483,0.033190157721326885,0.03013110263939837,0.9673607698704991,0.9972618774542907,1.186526554824802,2.4633658526712154,0.9920792974117685,1.9310467583750481,-0.19621381398948448,0.15110978231825628,0.22535303873341506,0.056871177364992705,-0.23302382959180545,0.37560744336165236,0.6077402261016236,0.3922249088090351,-0.1340417078044233,0.06754884007820797,0.1369561067125336,0.022306292355846725,-0.47865344695791257,0.0987359063277651,0.7074906941193484,0.2971924619533913
r2400_c800,5,5,0,0.009599999999977628,0.5006797572968483,-0.23368053980914458,0.216697425055173,0.9355246423065361,0.6983870808518509,-1.411856117754126,0.39244569588333433,0.6248507108746137,-0.5170794712231124,0.31079170179813786,0.13622441415746903,0.30374748478665914,0.5730521522192857,-0.21819509842225746,0.07638888054347737,0.567390299008292,0.34168773261553054,0.051191828003807255,0.03740826624923413,0.17234337621611912,0.1958048905622576,0.30757309654410336,0.156046975312746,0.5615492015367023,0.8885796499109276
r2800_c1200,5,3,2,0.009599999999977628,0.5006797572968483,0.06529789410354571,0.013274043093155817,0.9289292714842704,0.9995009696280259,1.7148109547128692,0.49424789124825663,0.47328608441872255,2.371963639254964,-0.25487376992993427,0.05006524547241366,0.3013483034628595,0.023053497142093125,-0.2002540578769238,0.14342029371998713,0.4837425455658096,0.24709703581242393,-0.12846561253749897,0.038700550090999014,0.14577499541906172,0.0056964508089213965,-0.47613964399747644,0.2072607478885413,0.8277631124507683,0.2868155251464033
r2800_c1600,5,4,1,0.009599999999977628,0.5006797572968483,-0.10275095075395645,0.15799452650253704,0.9305053456373568,0.7710069308386172,-0.4062501479057025,0.7742076743469622,0.6332423439224684,-0.08663018213825846,0.1017308398636512,0.15542072959758324,0.32866772146260614,0.5288892102135052,-0.20673029132994664,0.24068974936227241,0.6191141209931168,0.484999953614536,0.005864651938164399,0.12456793295754265,0.20348282747213192,0.2565112424207786,-0.34409481984285273,0.11919213077668989,0.7728337481961091,0.4577024723083251
r2800_c2000,5,5,0,0.009599999999977628,0.5006797572968483,-0.1767101367419039,0.49942444161045063,0.9415726989816,0.7574112982234101,-1.3189448899366718,1.3599186821557672,0.7224541113043585,-0.5528297012886776,0.12029077845240362,0.51935185560495,0.39688870144333527,0.5093784025355269,-0.5351877203774728,0.17497929698374257,0.8173848231048261,0.2930553392983314,-0.1624511310776145,0.17721495738178752,0.3244108010215647,0.14927606058629087,-0.47498433611312985,0.21337532183648672,0.8634616938888436,0.3197530387532605
r2800_c2400,5,5,0,0.009599999999977628,0.5006797572968483,0.038506354384721664,0.11113641012385504,0.934906632248919,0.976484027353794,0.5029298539273118,1.272201896821763,0.6490049072942874,1.1163412940033641,-0.2537569561935197,0.2542590392030082,0.4406437958941823,0.18469053510757824,-0.2949509258880122,0.3715667824818283,0.84323167077564,0.563982337893118,-0.26372155006674397,0.16960101759246743,0.3715648042287714,0.10416219977670296,-0.47664417222394123,0.12899147460537794,0.8676875050230863,0.36645773787675323
r2800_c2800,5,5,0,0.009599999999977628,0.5006797572968483,-0.1155020866580558,0.1443910233437956,0.9083373085386195,0.7347239853425669,-0.7400808200071562,0.9663968105149714,0.4796837229569313,-0.44407940255202405,0.1038588740852809,0.23381647409673814,0.3669347774089138,0.5393012318155032,-0.22825750215994012,0.3059212898899316,0.5928063803431215,0.34591562394541026,-0.049619003245736495,0.20392901783253922,0.2175212772177872,0.1865527220979881,-0.31757409477422344,0.17825201236266772,0.7991289466340578,0.47464221256913547
