chunk,row,col,mode,profile,T,a1,a2a1,a3a1,a3a2,alpha,b2b1,chi2,error,fit_success,incl,n_fit,p,pa2d,phi,psi,rcut,rms_resid,se_T,se_a2a1,se_a3a1,se_a3a2,se_alpha,se_b2b1,se_incl,se_p,se_pa2d,se_phi,se_psi,se_theta,theta
r2000_c3200,2000,3200,2d,weibull,,1.0788438779490135,,,,0.6103534777370296,0.24046990815938715,54170.52777789271,,True,,15220,,3.8500356623680188,,,0.1,1.8865755740780172,,,,,0.06731847595794034,0.08154272915666796,,,3.284890136179627,,,,
r2000_c3600,2000,3600,3d,powerlaw,0.9608983464097175,nan,0.2174661182921441,0.09232078525152844,0.42452951281129986,0.5607732883500786,0.15727075766326556,286637.7605293255,,True,84.61828176728899,27938,0.6689384666093341,9.311622962703911,-166.11272542196002,-126.59491104446259,0.1,3.2030892841855385,0.056162253974427825,0.15159415931478215,0.068029108269828,0.08380988061871872,0.05973886915768204,0.0740002381173423,4.168025508278852,0.7441453590293429,2.2461560619659195,3.749055589613126,6.675515771066798,4.168025508278852,95.38171823271101
r2000_c3600,2000,3600,2d,powerlaw,,nan,,,,0.5988033492917317,0.17949829183881458,96779.52335244554,,True,,15220,,9.280185200907855,,,0.1,2.521647712267947,,,,,0.0770704964392135,0.06360173639921621,,,2.2180694479916747,,,,
r2000_c3600,2000,3600,3d,weibull,0.9366743864936,0.5089411670007217,0.26833787873286163,0.09626216494597316,0.3587349106303588,0.6112534849487742,0.18327398260490868,258748.22906602907,,True,83.68978843886933,27938,0.2903367772444634,9.146885768107355,-164.141855967477,-122.70458417744376,0.1,3.043273865939336,0.08652355383771537,0.22868953286046878,0.10453068363624313,0.3120279926546863,0.09865210950277475,0.06814410351079542,6.255491992885313,1.4950543587809517,2.3778438128675954,15.265964983954833,28.14365062147661,6.255491992885313,96.31021156113067
r2000_c3600,2000,3600,2d,weibull,,1.4528631483144567,,,,0.598803415881476,0.17949956590865476,96779.54463379129,,True,,15220,,9.280177005559885,,,0.1,2.521647989516956,,,,,0.07707059832997473,0.06360241056996817,,,2.218059435372522,,,,
r2000_c4000,2000,4000,3d,powerlaw,0.9203443852245685,nan,0.3120634762732282,0.1387888793100545,0.4447456683092816,0.45260433818430984,0.2507727259913891,233363.53590708127,,True,88.01542759967215,27938,0.3542959701802779,9.091855725037592,-172.8134829124216,-112.69030047461077,0.1,2.8901397407254645,0.07499053451536064,0.13322353976758347,0.06307213182487487,0.09589246991213646,0.05152525897360561,0.09148600707700588,2.753184794880926,0.47551245160135913,2.152092506404032,3.9202796948625447,5.701851995243919,2.7853086908450813,88.01542759967215
r2000_c4000,2000,4000,2d,powerlaw,,nan,,,,0.47142576483302706,0.27331995300667367,172419.79572246893,,True,,15220,,9.11706936494049,,,0.1,3.3657839636619507,,,,,0.0673069902589125,0.08154886211680876,,,2.084304553153895,,,,
r2000_c4000,2000,4000,3d,weibull,0.9042467059946293,0.5406237073160854,0.336782960200055,0.13978747897532787,0.4150669585310719,0.4910055830611798,0.267487854177696,228688.08595739095,,True,87.67220996405739,27938,0.20900116521580925,9.129030363562054,-173.36677407390152,-111.71164769556299,0.1,2.8610412095646867,0.11387702293300205,0.3313582011956477,0.14118341061423115,0.4006493575517635,0.06992761531007007,0.08108657466377808,3.5627987590125656,3.466385350235266,2.061308263512479,327.9277732784534,21.0002847351207,3.5645736941649617,87.67220996405739
r2000_c4000,2000,4000,2d,weibull,,0.34647380666800964,,,,0.47348479922437187,0.27356127121011764,172363.08162177092,,True,,15220,,9.114257295199092,,,0.1,3.3652303639155003,,,,,0.05408393574627283,0.08114411752048861,,,2.066609021885982,,,,
r2000_c400,2000,400,3d,powerlaw,0.31337382232134586,nan,0.8747788451181013,0.5008557355772122,0.5725512663827543,0.05361523533488007,0.5040922964641481,330412.5628571353,,True,79.14040343572162,27938,-0.42386882628888145,2.471898104792455,-176.98570325457763,-3.194577272623606,0.1,3.438987674463291,0.9807915291579805,0.74814850836932,0.5745339866433605,0.7861000286988958,0.04127468737708795,0.5585780290106432,139.2773648775493,5.802769596476823,165.48325353429033,333.82873562071427,354.28575405310755,139.2773648775493,79.14040343572162
r2000_c400,2000,400,2d,powerlaw,,nan,,,,0.08385047730216895,0.7045248134816856,268901.75349059695,,True,,15220,,3.681007373070731,,,0.1,4.203291319501467,,,,,0.01856047082482335,0.2928086808244045,,,164.91188939017312,,,,
r2000_c400,2000,400,3d,weibull,0.9999833487901467,17.936216224974014,0.00408058964603261,1.4163137837843746e-06,0.00034708557013602147,0.08289970655737822,0.7119774426522599,320234.5495078253,,True,89.9857230924913,27938,-2.464425428680719,3.756144248974726,178.4367838304222,-89.99872865636833,0.1,3.385606159643534,0.026881755079661188,0.17941019971588146,0.032631080909405086,0.2804278382773922,0.018629277852754294,0.2594755423897848,13.608483293257684,313.8766815904973,13.412561308956144,615.7246024882763,2.54808729174947,16.6082763996605,90.0142769075087
r2000_c400,2000,400,2d,weibull,,0.5488574343221432,,,,0.08385048102494327,0.7045250487494594,268901.7535046379,,True,,15220,,3.6818291382158184,,,0.1,4.203291319611206,,,,,0.01856046473877437,0.2928044088726314,,,164.91171277557365,,,,
r2000_c4400,2000,4400,3d,powerlaw,0.9440647124015873,nan,0.2718286959747862,0.13791087135488478,0.5073447851424666,0.43901537683645564,0.2762996758490403,523125.61661631527,,True,85.35093173000104,27938,0.6240187483709327,9.909526120369138,-173.27088792688917,-106.29040713627988,0.1,4.327183745995256,0.1152654694561423,0.24261734319190298,0.15422904440550356,0.09649730426905016,0.02606142341188348,0.17588338271910425,1.7344957106827499,0.6183603624639848,2.6966262812801207,3.4133582389689736,7.012192593996732,1.7344957106827499,85.35093173000104
r2000_c4400,2000,4400,2d,powerlaw,,nan,,,,0.4023475713737612,0.26359756801644557,370525.4077602234,,True,,15220,,9.949575276506856,,,0.1,4.934028692989864,,,,,0.02949884461374809,0.17229429327478968,,,2.626263171398664,,,,
r2000_c4400,2000,4400,3d,weibull,0.9419988966150842,0.635919079639075,0.27564719720146114,0.1381570193534024,0.5012095923922207,0.44396421052518265,0.281185599150016,522524.98988385865,,True,85.3077277957533,27938,0.597902584667291,9.918922382779991,-173.34090603104553,-105.86601781107267,0.1,4.324698904308087,0.12238546106831423,0.4636995029989165,0.26990197729508464,0.9183373780385444,0.07519862828969802,0.17121228593599286,7.819656841699728,61.375301559231055,2.7099242905450702,574.6445354383932,30.377329961192043,10.76492941814513,85.3077277957533
r2000_c4400,2000,4400,2d,weibull,,1.1756451139875577,,,,0.4023474886764578,0.2636024085051588,370525.40937060345,,True,,15220,,9.949424752028623,,,0.1,4.934028703712019,,,,,0.029234832890953803,0.17142389169232172,,,2.63159228919682,,,,
r2000_c4800,2000,4800,3d,powerlaw,0.6623427348177106,nan,0.6193550932846166,0.26337253939043054,0.4252367377713662,0.31229736342411524,0.552425716656018,565403.8169736908,,True,86.80177763173953,27938,-0.3760327206720566,12.572254578609295,-171.37634787799212,-104.61254382208159,0.1,4.498644879016489,0.1950861458069933,0.14673811443442925,0.057890597153370076,0.09184078657315198,0.023506748190743325,0.11166915893655598,5.0667376499856625,0.3861809043097876,7.333862304919777,11.428897862512146,5.992760385789053,5.0667376499856625,86.80177763173953
r2000_c4800,2000,4800,2d,powerlaw,,nan,,,,0.21229018487397766,0.4199115050160374,162480.62201473763,,True,,15220,,12.209492128105904,,,0.1,3.2673334598558204,,,,,0.02350632016549723,0.10793684303496771,,,6.703837372332051,,,,
r2000_c4800,2000,4800,3d,weibull,0.9999352347940539,14.43828154423067,0.008047683265771682,3.0272464731675808e-24,3.76163719817731e-22,0.21241894349569765,0.4197336935793228,803759.7928874413,,True,90.0,27938,-44.50964673614615,12.20803064090533,-176.51263369717373,-90.0,0.1,5.36371238823458,0.4783208408246741,0.79921806939337,0.3383106375762789,0.5469317757346049,0.126045381569593,0.20450807493078565,6.026283597328137,24.77708858913948,7.332474667378601,448.7815721326199,19.258290573313275,6.02628372072281,90.0
r2000_c4800,2000,4800,2d,weibull,,0.7522359911586866,,,,0.21229021881250446,0.4199158429986183,162480.62215641368,,True,,15220,,12.209346163990583,,,0.1,3.2673334612803067,,,,,0.02289388024048169,0.1064705539272771,,,6.677975943833999,,,,
r2000_c5200,2000,5200,3d,powerlaw,0.9724458353125138,nan,0.17493289199337902,0.05597944673759571,0.32000526658939854,0.32309409996681704,0.5246362793897661,1074277.640754793,,True,78.78109723516283,27938,0.603935027695325,6.225293470978988,171.0523783007965,-97.53429107683347,0.1,6.200984015593282,0.21770204590804923,0.3892931268776706,0.1089039575338584,0.07365061263732407,0.03012127825465078,0.17414577267759046,1.3874361371187975,1.6529298436717326,4.052848741411064,8.83594191806904,272.74830779147754,1.3874361371187975,78.78109723516283
r2000_c5200,2000,5200,2d,powerlaw,,nan,,,,0.1439876080976357,0.23147656672060313,247761.8361151807,,True,,15220,,5.168708014549373,,,0.1,4.03468728069899,,,,,0.03211752470509282,0.1522026494150444,,,3.7653475779905436,,,,
r2000_c5200,2000,5200,3d,weibull,0.9723483429493078,4.813041395841064,0.1752413244819722,0.05607873358231707,0.32000861525151353,0.3230958880634227,0.5246276396162932,1074277.730306778,,True,78.78019767027143,27938,0.6021838970721942,6.223854034326192,171.04271328052334,-97.53955130454025,0.1,6.200984274050871,0.21955890170276837,0.39116126997291273,0.10934440887301389,0.07376586577568257,0.03011165707196287,0.17413343140532972,1.3978239368066072,1.656940119428271,4.050439267095419,8.877542327298414,272.7531911250904,1.3978239368066072,78.78019767027143
r2000_c5200,2000,5200,2d,weibull,,1.469153873047943,,,,0.143988245388577,0.23148320646462536,247761.83656575432,,True,,15220,,5.168245843375692,,,0.1,4.034687284367682,,,,,0.03211888521982871,0.15222940040278965,,,3.7639738266787437,,,,
r2000_c5600,2000,5600,3d,powerlaw,0.8141922888267159,nan,0.44716193611578997,0.1318119101376145,0.29477444185562923,0.15464414012584118,0.4291003698520358,241866.0851241303,,True,87.88903855369689,20323,-0.41671034219620307,177.40707934081348,-179.76718219996226,83.06010093253468,0.1,3.4497973081771467,0.06739011868231783,0.08054949832493448,0.07726806640768721,0.17888231198441745,0.03870926274333215,0.15070046363946918,3.879978449238916,0.710578578958042,163.8740075979693,639.6053546666028,345.3186736478134,4.215444811311475,92.11096144630311
r2000_c5600,2000,5600,2d,powerlaw,,nan,,,,0.10061883928488578,0.2955065390615593,192001.1844729319,,True,,12176,,177.14638141089756,,,0.1,3.9709976883248124,,,,,0.03463693562805223,0.09525869063196725,,,164.33378086280155,,,,
r2000_c5600,2000,5600,3d,weibull,0.8142288477384703,2.293883610203752,0.4471208421436006,0.13180806238605275,0.29479292835944404,0.15464521218517757,0.42910071102626507,241866.08517112164,,True,87.88742311365684,20323,-0.416555726342629,177.40700783873436,-179.7659374934684,83.06184477198181,0.1,3.4497973085122715,0.34231434204017225,0.8103589784076178,0.2610745317571588,0.5996286726333805,0.11046839836950953,0.2964808603727114,5.2046162207749465,65.78599355702507,164.4375346644783,679.5476858053212,327.2474872089735,5.2548751264085,92.11257688634316
r2000_c5600,2000,5600,2d,weibull,,0.2467755143691059,,,,0.10408328353128346,0.29600741397755964,191900.05018355232,,True,,12176,,177.00000121823334,,,0.1,3.969951713193508,,,,,0.03871804607206218,0.09231846831211685,,,164.20337426351134,,,,
r2000_c800,2000,800,3d,powerlaw,0.7395272912067492,nan,0.6148169980548162,0.39865035174337987,0.6484048960985896,0.1278173620295972,0.43541462323726576,158555.4392799623,,True,70.12255420813513,27938,0.053190681492557346,176.70024621153735,177.53644346384553,176.55992107429975,0.1,2.382280610917748,0.17222986492823653,0.17981026916992823,0.22310093604032838,0.25422543680805515,0.019563439459346115,0.2574119633286612,22.923847289115844,0.47044726115510604,5.240113052487762,334.4611307418629,363.3610413407319,22.923847289115844,70.12255420813513
r2000_c800,2000,800,2d,powerlaw,,nan,,,,0.13862292547121666,0.4404380292050091,116641.13225948239,,True,,15220,,175.7577253992474,,,0.1,2.7683343220236685,,,,,0.022075907969605804,0.2453760199831685,,,4.471805397312133,,,,
r2000_c800,2000,800,3d,weibull,0.754347928762581,0.2342311903554958,0.5998285939346766,0.38898907421496026,0.6485003851905775,0.140945789504537,0.4250587372428811,158370.4261860073,,True,71.02439182645092,27938,0.07801866010069025,176.17317797528972,177.33633545701665,174.93823187744388,0.1,2.3808903030272726,0.21665261096110483,0.18888645583293492,0.20898993451477432,0.30528366789106665,0.027002694651630542,0.23888705672717456,22.731897606710206,0.6354691844606333,4.727931437726743,4.458175379751656,37.26691976320227,22.731897606710206,71.02439182645092
r2000_c800,2000,800,2d,weibull,,0.18192892003721686,,,,0.14145863845797915,0.4340236275746973,116563.07435388684,,True,,15220,,175.4112609870785,,,0.1,2.7674078626359293,,,,,0.023380488835543282,0.2339773023862832,,,3.984300946255892,,,,
r2400_c1200,2400,1200,3d,powerlaw,0.9023474318971255,nan,0.3430590673599193,0.1490146525567907,0.43437024913395583,0.5498590758933611,0.19716739066268407,165630.67298967397,,True,73.94776881967312,27938,0.2359946386274272,177.29511406332514,-178.39451842913408,-18.234487821645207,0.1,2.4348528887965033,0.203317054674235,0.32156621230745736,0.14755601978324256,0.059725640030719666,0.06658703799914331,0.14484556039792174,9.716644343777713,0.8797401797061037,1.6788250384153063,3.1581730033327675,5.036605982885677,9.716644343777713,73.94776881967312
r2400_c1200,2400,1200,2d,powerlaw,,nan,,,,0.5889127024115944,0.2156564945930482,98872.7883950507,,True,,15220,,176.88773990645282,,,0.1,2.5487724544654755,,,,,0.060419545336887974,0.13485842565647635,,,1.4198991848909386,,,,
r2400_c1200,2400,1200,3d,weibull,0.8901040198013777,0.7056735538007345,0.3622803893823406,0.15487800631953355,0.4275086669294695,0.6208450922819182,0.2031150805395462,161772.90344094607,,True,73.39475667351421,27938,0.16555609337388688,177.22790282161097,-178.1858176259388,-18.572816012474252,0.1,2.406330266287786,0.20565610267187076,0.31361855467871574,0.13988541990522751,0.05473969125414036,0.15536418841977,0.1377439202793105,9.639668383714993,0.8432563370878116,1.592111212583258,3.1740777417846546,4.978906158245585,9.639668383714993,73.39475667351421
r2400_c1200,2400,1200,2d,weibull,,0.36981368369619727,,,,0.6095901225653177,0.21868410069314217,97072.43726696674,,True,,15220,,176.86231097901808,,,0.1,2.525460851855631,,,,,0.0839336596571566,0.13068675388732057,,,1.3813081782675667,,,,
r2400_c1600,2400,1600,3d,powerlaw,0.7789628224179529,nan,0.49005896886156397,0.15667242569380915,0.31970116995872655,0.6551184476308021,0.17466726619894615,91883.75141758517,,True,74.97329569165335,27938,-0.42713901286832723,4.696734492110941,-173.13016257046053,-9.003363769276412,0.1,1.813517298818181,0.19547943994909409,0.20090398532487302,0.07353263435197267,0.0464162651131261,0.07047619194118902,0.07235812251662112,5.60862470571171,0.3975212286313041,1.1866369246008814,2.0562152882967037,3.3582520856500784,5.60862470571171,74.97329569165335
r2400_c1600,2400,1600,2d,powerlaw,,nan,,,,0.6868458060137487,0.20076574257530894,47142.93866046729,,True,,15220,,4.504126639042394,,,0.1,1.7599527129829626,,,,,0.06869652689176882,0.07033345653255862,,,1.3733266357944827,,,,
r2400_c1600,2400,1600,3d,weibull,0.7789609910522459,1.5429339380809053,0.49006097327250314,0.15667315556793696,0.3197013516944907,0.6551186005833086,0.17466780113057584,91883.77203501153,,True,74.97333690319651,27938,-0.4271425345473555,4.696712716515653,-173.1302042681641,-9.003305403453002,0.1,1.813517502282105,0.19689048802610257,0.20200156446270662,0.07378964503951034,0.046393469504822975,0.06958304650786458,0.07257734527286627,5.624069642001329,0.39951260477897715,1.1859138443343142,2.056732015416519,3.3584026107190588,5.624069642001329,74.97333690319651
r2400_c1600,2400,1600,2d,weibull,,0.5119384654012211,,,,0.6881547624089501,0.20100734955609081,47116.52901528297,,True,,15220,,4.504240476302564,,,0.1,1.759459677977469,,,,,0.0661020462841655,0.07133943396697413,,,1.369211281992716,,,,
r2400_c2000,2400,2000,3d,powerlaw,0.8798068705866811,nan,0.3855579558512227,0.17986123330220025,0.46649597180560903,0.563584049795041,0.24715192569749544,132085.83825520068,,True,67.4239867194181,27938,0.19055786418506226,10.440346405687364,-172.3657343810446,8.753895427342544,0.1,2.174355102274741,0.19234221885333946,0.27051980004152054,0.14055192769991268,0.08332849989462976,0.047772551207073986,0.1199170829463483,6.835933525813116,0.636374263485984,3.6071656838995803,3.125792411250923,4.2666374851184266,6.835933525813116,67.4239867194181
r2400_c2000,2400,2000,2d,powerlaw,,nan,,,,0.5848664623155433,0.2817311766366599,84747.73378832557,,True,,15220,,10.148480018759521,,,0.1,2.359699609330882,,,,,0.036479393005021746,0.11947775615570949,,,3.255544502746899,,,,
r2400_c2000,2400,2000,3d,weibull,0.8751720036955596,1.1552988250261653,0.3917509647840921,0.18090310941990448,0.4617808906216903,0.605875050667859,0.24779390521452904,130965.2219128472,,True,67.12930075329648,27938,0.1644641718723483,10.438256395256804,-172.39380734270844,8.675253103656603,0.1,2.16511184046587,0.19672350224688345,0.2720495571005905,0.13475596604887602,0.07715284070389468,0.10970971043203935,0.1140651857782375,6.8268282435714776,0.660175561960823,3.570362838759025,3.0741939298001295,4.175729696262295,6.8268282435714776,67.12930075329648
r2400_c2000,2400,2000,2d,weibull,,0.4384075548609829,,,,0.6200194764688446,0.2815876621787304,83567.36759022508,,True,,15220,,10.153281088710404,,,0.1,2.34320904308478,,,,,0.09252076848579005,0.11254836062821053,,,3.213654216806511,,,,
r2400_c2400,2400,2400,3d,powerlaw,0.9440832547729585,nan,0.2708053535094351,0.13583256366209343,0.5015874387334107,0.5361714148901497,0.8377112524741115,87718.33383545314,,True,65.45761492885553,27938,0.616377636527722,167.81741833728242,-177.27314557816038,-86.44298901130847,0.1,1.7719339548696422,0.08431634673784173,0.16850841404904418,0.0780610136928394,0.1449241402586987,0.05861985407461439,0.22591219264471954,1.775642633798114,0.7486014405613879,158.76337798630277,333.3079869821382,167.82533471275764,1.775642633798114,65.45761492885553
r2400_c2400,2400,2400,2d,powerlaw,,nan,,,,0.5559499204972702,0.8728304846386493,74026.59226646075,,True,,15220,,169.19309214636402,,,0.1,2.2053958477709523,,,,,0.05478382523920741,0.20765525184586422,,,156.76333549252564,,,,
r2400_c2400,2400,2400,3d,weibull,0.9461525566832704,0.6374386549161212,0.26301520300327086,0.12728703547476644,0.4839531480360225,0.6343166255935415,0.8595440945818523,81638.61009603836,,True,65.48462855658909,27938,0.6097762638494473,164.9030921539606,-177.37869218039242,-86.67970318353505,0.1,1.709425367855599,0.07062711939411807,0.14387414965321285,0.05983146816751141,0.13329700678858725,0.09184091215498436,0.21532160579599754,1.7416829321289244,0.7044532276777258,156.10227643227822,333.46341553161574,167.97548591729364,1.7416829321289244,65.48462855658909
r2400_c2400,2400,2400,2d,weibull,,0.12583691151047913,,,,0.6657521296893326,0.8655942398914123,72253.92652383621,,True,,15220,,169.16063043493455,,,0.1,2.178830270690691,,,,,0.07998382846352821,0.2070758545467025,,,156.34256290821787,,,,
r2400_c2800,2400,2800,3d,powerlaw,0.9635048227170674,nan,0.2779186592744324,0.20563771719737747,0.7399205139166973,0.562951162083473,0.4672770846556964,315429.80157790426,,True,69.15505709644383,27938,0.9792142884637984,157.26841378549523,164.76741412087267,117.56119081320803,0.1,3.3601116227482395,0.021205367154612766,0.050028775014568365,0.03436239187897224,0.0893327201035013,0.026660186471489225,0.07457333706040398,2.432420068912767,0.256013485359127,5.431827942444802,2.842357817081659,16.32187430979612,2.432420068912767,69.15505709644383
r2400_c2800,2400,2800,2d,powerlaw,,nan,,,,0.6119218498141971,0.5070202028279752,187772.1578519349,,True,,15220,,157.27940833376988,,,0.1,3.512434808219662,,,,,0.02887113680571613,0.0794275606782515,,,5.633543516079859,,,,
r2400_c2800,2400,2800,3d,weibull,0.9715800775281352,0.21858585928586832,0.24099940169868436,0.17472379352216508,0.7249967937290481,0.8519759774368156,0.4687779446430596,282810.6629166079,,True,67.66231862912,27938,1.101372781492703,156.8342008093853,165.62344983663897,119.01232443333221,0.1,3.181634105313167,0.020863262506483075,0.04953928529005371,0.02189836471684668,0.1030036920391973,0.10541469846387494,0.0785417263700465,1.94255860461329,0.32685094339924375,5.5541922741419345,2.5321443836994173,17.050606579012264,1.94255860461329,67.66231862912
r2400_c2800,2400,2800,2d,weibull,,0.09284993398896198,,,,0.8532428431085227,0.47504999944343773,165105.59682012617,,True,,15220,,157.60548847493013,,,0.1,3.2936206090215117,,,,,0.09825189146753664,0.07094170461556384,,,5.457829230665306,,,,
r2400_c3200,2400,3200,3d,powerlaw,0.9626507654408964,nan,0.2595177488516153,0.1765338095065297,0.6802379039110215,0.657746615264394,0.23879688887543324,152473.45561223538,,True,78.34735396933425,27938,0.963617499064191,173.47507225237626,176.44677735860844,153.2493936306386,0.1,2.3361432246679676,0.02242134314144834,0.07269049197509213,0.07476690884132722,0.15955102677952826,0.0443663378026082,0.07689767719349315,2.7680036528170766,0.32475732198839113,2.265775292687158,1.4415020630963609,11.576281037303193,2.7680036528170766,78.34735396933425
r2400_c3200,2400,3200,2d,powerlaw,,nan,,,,0.6532659163321972,0.23991392977137327,112275.38732800251,,True,,15220,,174.15755263168617,,,0.1,2.7160324522609676,,,,,0.037967887484474654,0.07130559009144923,,,2.170483833641061,,,,
r2400_c3200,2400,3200,3d,weibull,0.9498016161000005,0.31677777849334,0.2871844628644527,0.1843431393393241,0.6418980243591091,0.7786503367447164,0.24504861875887873,127953.36048294847,,True,77.2662853774511,27938,0.8043047134620207,173.4482799866447,176.70325085135525,155.952423395446,0.1,2.14007104802425,0.03006625471220927,0.067884999678198,0.06334528276814683,0.1580096523874823,0.057065939070199335,0.0689478594243406,2.613400501659811,0.35183219591114756,2.1974360069798395,1.4376383153492065,8.817787525778362,2.613400501659811,77.2662853774511
r2400_c3200,2400,3200,2d,weibull,,0.2197229015057894,,,,0.7918818238450758,0.2447449835992649,90077.00453020513,,True,,15220,,174.15009632799732,,,0.1,2.432762101168291,,,,,0.06991262644796734,0.060061416524196755,,,2.0644278082863528,,,,
r2400_c3600,2400,3600,3d,powerlaw,0.990867710827119,nan,0.18036822575953965,0.15367523070023725,0.8520083293667893,0.4897950757192789,0.15458575875757835,204437.3460641736,,True,88.90181525359837,27938,1.552595843071523,8.369674959085014,-171.61228285461547,176.64289749047384,0.1,2.705094620422671,0.012782108522446472,0.07907087894663216,0.058886180104504304,0.12600853285982305,0.03660170571799503,0.060280970286997165,2.252398129639546,0.5502762686173238,1.3183924663958533,1.3853298338223667,628.4739854890836,2.308369869053602,88.90181525359837
r2400_c3600,2400,3600,2d,powerlaw,,nan,,,,0.5143007938155661,0.16958689781367592,155302.55527162476,,True,,15220,,8.443822066107632,,,0.1,3.1943461394031223,,,,,0.03183939820717599,0.06171043625243159,,,1.3626383526540988,,,,
r2400_c3600,2400,3600,3d,weibull,0.9739681031455969,0.18804565081891333,0.24767778072217328,0.19041061937604037,0.7687836140199794,0.7779850854505193,0.19166808839057792,152106.78132429437,,True,88.52123125276186,27938,1.132680913620563,8.313511687174927,-171.63284114442385,175.09439086435182,0.1,2.3333325083079184,0.05346823288635713,0.4146873776192347,0.36473625022177264,1.4251929009671962,0.14031465000595428,0.047352486124144375,4.835295253453622,36.04441746151743,1.2244407783657998,505.19296702510655,535.0071010174274,5.412524012339309,88.52123125276186
r2400_c3600,2400,3600,2d,weibull,,0.18518872440185197,,,,0.7505227480324608,0.19245801522990758,110262.28311660647,,True,,15220,,8.35293127056035,,,0.1,2.6915730067680834,,,,,0.06770664650412554,0.04848696542885065,,,1.2789703238393288,,,,
r2400_c4000,2400,4000,3d,powerlaw,0.9934613568070398,nan,0.13778672412845683,0.11193059128274395,0.8123467045953751,0.4783202443551881,0.11220446657908784,268653.1507461806,,True,89.45552603287062,27938,1.7742202127907918,15.109654474217276,-164.89523558478226,-178.50561406029883,0.1,3.100975340379692,0.0060715864479674,0.02345587852656284,0.014426617190396843,0.13312138691386702,0.03334676592367673,0.014527541096110439,1.4701073316157356,0.3115276178504095,1.1037119983799357,1.1244127707618181,662.714326097471,1.7569780918434141,89.45552603287062
r2400_c4000,2400,4000,2d,powerlaw,,nan,,,,0.5344893405010761,0.13807393559309178,177104.95772564353,,True,,15220,,15.009097451752526,,,0.1,3.4112066770866427,,,,,0.030306710049497552,0.014730425173004331,,,1.115512032672367,,,,
r2400_c4000,2400,4000,3d,weibull,0.999999126457126,83.6401956187151,0.0009346351555436604,3.2845610823972417e-73,3.5142708498768936e-70,0.7078699396510334,0.16975637909685065,338100.10919993906,,True,90.0,27938,-152.9487701326177,15.033958408848125,174.99280863586247,-90.0,0.1,3.47876425537913,0.3457653875752261,0.6150861939831553,0.300538056778404,1.3372523714845017,0.041061457954355146,0.017959391825322576,3.075728010361635,49.64351501466565,1.1521717729773457,578.2009250448464,399.23204370460473,3.2941999219588682,90.0
r2400_c4000,2400,4000,2d,weibull,,0.24210853258828408,,,,0.7104306086200309,0.16951524108940821,119795.3220696322,,True,,15220,,15.052046881245525,,,0.1,2.8055150546828385,,,,,0.024730541194323694,0.012347401411526796,,,1.0953913179854313,,,,
r2400_c400,2400,400,3d,powerlaw,0.9763697825607007,nan,0.18013340234454034,0.09503281145852469,0.5275690694874894,0.2775343660950705,0.10660088556001245,382225.5768209287,,True,86.73087365890314,27938,1.0745820936660389,166.55340162261484,167.55366396394555,156.14200970926743,0.1,3.6988116416418615,0.0472284923652255,0.14034242417702292,0.07026982617525408,0.092431699884999,0.044926227035788156,0.07194234820390884,2.6254904910269983,0.7356048281836055,1.157114226167432,1.4651264369926438,11.00138857920902,2.6254904910269983,86.73087365890314
r2400_c400,2400,400,2d,powerlaw,,nan,,,,0.32936398312659526,0.1654254046597074,235111.4161092812,,True,,15220,,166.51636100422422,,,0.1,3.9303346708376523,,,,,0.03495973193112265,0.09658687883706452,,,1.0087933595636747,,,,
r2400_c400,2400,400,3d,weibull,0.958032599535602,0.2832022560999704,0.2421427421464357,0.13189299458618822,0.5446910917793523,0.3709780660783962,0.17200729703075252,360525.249624943,,True,85.85029836757937,27938,0.8106914340468583,166.14177861077016,168.40792054728425,136.12652007040597,0.1,3.592280051597889,0.05344499442244615,0.23489488789723792,0.1331340542260355,0.5255118279363804,0.054830239179307697,0.09020073663837425,4.710779649994701,37.48730358626858,0.9291134566383706,9.762205066663308,212.0280330292746,4.710779649994701,85.85029836757937
r2400_c400,2400,400,2d,weibull,,0.3633012622385369,,,,0.3594789494759594,0.17573828099257277,232288.8535580487,,True,,15220,,166.43545807691333,,,0.1,3.906671183300635,,,,,0.04960487935923881,0.09052663436307463,,,0.959376753585192,,,,
r2400_c4400,2400,4400,3d,powerlaw,0.9804994474830144,nan,0.1741681599016919,0.10511644067667951,0.6035341978465627,0.6267213287247229,0.16808873852952647,238136.03476840054,,True,89.60801737562542,27938,1.2427814360598903,14.160983390317089,-165.97382079516817,-77.81129551620462,0.1,2.9195431771752207,0.006554767282729759,0.04594596947784797,0.06202432534609657,0.20331156707403622,0.03212277204240935,0.049905352700935435,1.2796815092501146,0.23650897268714674,1.4150959411554689,1.3828402312368502,11.039438277938645,1.46471520106985,90.39198262437458
r2400_c4400,2400,4400,2d,powerlaw,,nan,,,,0.6402828006501291,0.17638144187786162,65591.24843932227,,True,,15220,,14.143980377619316,,,0.1,2.075943944679986,,,,,0.03521433265472048,0.05071050392139578,,,1.4439701498389166,,,,
