chunk,n_bands,n_ok,n_degenerate,r_min,r_max,slope_b2b1,se_slope_b2b1,b2b1_first,b2b1_last,slope_b1,se_slope_b1,b1_first,b1_last,slope_pa2d,se_slope_pa2d,pa2d_first,pa2d_last,slope_alpha,se_slope_alpha,alpha_first,alpha_last
r2400_c3600,5,5,0,0.009599999999977628,0.45254833996038263,-0.13900860343554208,0.14848653760573732,0.236803112644435,0.06425564665016695,21.94207170789962,3.0646863002933364,0.12080814141531264,33.04435295259296,3.1656633866851194,10.96641669683619,7.689995287638079,11.700254593905354,-0.504192177439513,0.0990111226797465,0.7850988783097465,0.15755346487059158
r2400_c4000,5,5,0,0.009599999999977628,0.45254833996038263,-0.07454109976253986,0.08573703060137657,0.208793890562877,0.12350102436779335,0.03597146192985573,0.15259674894853376,0.15370987995413954,0.1580790731374759,0.9875284784469687,1.542111561897164,14.769239975046737,15.953133263376182,0.0626978453049441,0.11771103670854517,0.7637269427036556,0.9336531166695522
r2400_c4400,5,5,0,0.009599999999977628,0.45254833996038263,-0.07980744629514042,0.11732160464513963,0.22774390491769783,0.13995056901153033,0.47083720577357735,1.2722892530598324,0.4239335453827359,0.8336712685122871,-1.2753544767912741,1.2725482011676312,14.22913919603561,12.860984110183892,-0.14053496530037615,0.13343386050363965,0.717069354613134,0.575737552508323
r2400_c800,5,5,0,0.009599999999977628,0.45254833996038263,0.02643456943945584,0.046170259353099194,0.2109675579393115,0.234401648470704,2.0043001087234025,0.5073219418515302,0.4164286982409549,1.7919848818030215,1.4713962013881265,6.263426641913111,171.7635887887587,173.15012165880626,0.32115861879952246,0.18154037425762232,0.5458376770168816,0.9296321539815795
r2800_c1200,5,5,0,0.009599999999977628,0.45254833996038263,-0.05331253464324447,0.011152257322961693,0.229469022688068,0.16602704704083535,0.9292007519074231,0.45331611264470606,0.12010105137543546,0.939329355094416,-2.8442712817120768,1.1188069067425543,178.29860567686737,175.1612352510498,-0.4461429664427613,0.1714639263118035,0.9177826079208883,0.5080781156274765
r2800_c1600,5,5,0,0.009599999999977628,0.45254833996038263,-0.06307385804533205,0.1210334104530121,0.3108466992407576,0.280828386690934,4.553846322054278,1.551117967255366,0.08993966839481768,3.9805169134632843,0.31607721972908226,3.4370075459478384,11.635060425961507,12.202527864129987,-0.5520807905342677,0.19852818899035943,0.8946224485064133,0.42791692192054687
r2800_c2000,5,5,0,0.009599999999977628,0.45254833996038263,-0.2048529049860046,0.11394558887059876,0.42853889487589847,0.19486126360016098,1.193381635768913,2.2811184783699794,0.0692614749064288,1.4049426304353563,17.61509540397378,4.763870152134898,14.165604075285719,32.529789653262995,-0.6911985362801005,0.13579394693628274,0.9821507294261961,0.3151563993744074
r2800_c2400,5,5,0,0.009599999999977628,0.45254833996038263,-0.3230049256354665,0.26143978285802405,0.6429718846962826,0.3107001053885798,2.7990885765307985,3.384616884119601,0.051984913666644775,3.3782668006246594,1.909221687848682,180.67425715465038,170.69141274339728,172.74102921037078,-0.7565848989421389,0.21594888406655535,1.1730697115357276,0.3230853062197471
r2800_c2800,5,4,1,0.009599999999977628,0.45254833996038263,-0.1445202857833797,0.13497809434314614,0.5205739492291561,0.38899316577780224,2.0534514302176357,2.309952525712505,0.06911024940797444,2.1118389304317886,-34.727582305266274,24.146394829624143,152.80804678512584,119.76371761642363,-0.4631009322607895,0.11520530701181844,0.8239827182677689,0.3934279294614653
r2800_c3200,5,5,0,0.009599999999977628,0.45254833996038263,-0.13067241921462827,0.06442887593211251,0.4316001925805863,0.30826331396271883,0.35860328287324655,2.63114025661339,0.07762304647923449,0.5831797743288665,-6.502697858439003,9.508324142526854,160.31806392095064,151.87930117078704,-0.4694476907836752,0.08614159023641002,0.8011154274734147,0.18474359202318358
r2800_c3600,5,5,0,0.009599999999977628,0.45254833996038263,-0.3541480779911289,0.11856148337139423,0.596983215389425,0.05617630303257141,1.5493268668939904,9.492306354082045,0.060542421420043964,2.3932820964218067,-103.69987390556862,105.9849413861177,166.0754846378229,4.21636561818072,-0.38122832002947804,0.10120906523104084,0.7167303050587844,0.06139132842230426
r2800_c400,5,4,1,0.009599999999977628,0.45254833996038263,-0.268936429015069,0.10472982409008719,0.36560525017528894,0.11955579781654421,0.3602513236306393,0.4622859881584334,0.18264469848339474,0.5049786728673682,-2.074985545906736,1.5881444761548473,164.3425340371748,162.4259150216924,-0.4832552258378744,0.17454839976898115,0.7979462544708985,0.3658644383958536
r2800_c800,5,5,0,0.009599999999977628,0.45254833996038263,-0.090478573182809,0.08786102076038824,0.39651462946358,0.29515484026458383,0.3348291422022879,2.745398426286971,0.07338500805811363,0.3993142129751365,-11.626629130005156,10.497571678933285,174.6809821714937,162.58084569699196,-0.5048541113174979,0.2457708307207574,0.92433864860972,0.47088986530484034
r3200_c2000,5,5,0,0.009599999999977628,0.45254833996038263,-0.1372154065526119,0.07350028371926481,0.2615463102799712,0.11485778864372674,1.193281446694666,1.272538516447422,0.4355837549733968,1.7601713297963053,1.0056605175642244,1.5962433274560657,4.825580686462916,5.946691691950643,0.3361349815842072,0.191987161074841,0.5033746182607172,0.9041321765154772
r3200_c2400,5,5,0,0.009599999999977628,0.45254833996038263,-0.07500166629975663,0.16296715614806281,0.1691570548906516,0.0888757670863117,1.101289938569875,1.5207618339568256,0.8423780370455949,2.1431397853817336,0.13116590350703716,137.25389398262698,0.09910304734299825,0.2002088377858842,0.3786837053772599,0.0960071152469425,0.6022480703788576,1.0378651263620402
r3200_c2800,5,5,0,0.009599999999977628,0.45254833996038263,-0.10477275674960018,0.12265903390477248,0.22541137633948047,0.11457953324142085,0.8172632419134019,1.8888714843812526,0.5331080764500191,1.5086347792928938,-0.004815538376500162,2.0127277456777364,173.55413264435583,173.45233944479727,0.32984596471871036,0.303856437636186,0.47377176334563315,0.8621435082828364
r3200_c800,5,5,0,0.009599999999977628,0.45254833996038263,-0.16957128807892458,0.13347407692605692,0.46827154280157135,0.30079602977923003,2.8493084130737976,0.18442737877829676,0.08072981993366131,2.3168474120028044,187.78872787861272,249.0459020272653,2.051155828031572,179.90254080850545,0.11213928941995713,0.15035156106444741,0.5483254389225753,0.7065767720305831
