chunk,size,r_split,n_inner,n_outer,w_frac_inner,r_min,r_max,a1_in,a2a1_in,a3a2_in,alpha_in,a1_out,a2a1_out,a3a2_out,alpha_out,ang1,ang2,a2a1_full,a3a2_full,alpha_full,n_blocks_ok,se_a2a1_in,se_a2a1_out,se_a3a2_in,se_a3a2_out,se_alpha_in,se_alpha_out,se_d_a2a1,se_d_a3a2,se_d_alpha,se_ang1,se_ang2,d_a2a1,z_a2a1,d_a3a2,z_a3a2,d_alpha,z_alpha,z_ang1,z_ang2
r1600_c2000,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,1.4050684479971371,0.2836938412430764,0.5243474781559737,0.6222562480932058,3.6011905706935337,0.16530991644041013,0.3443260873934532,0.7354565081916413,0.49077205248337363,11.372691891695192,0.1478504809035796,0.3562923059108281,0.692783933381799,4,0.22804996276235864,0.4685815965725749,0.13934865949357514,0.234248628207095,0.09019163851295531,0.24352344440035542,0.24341844831261697,0.10451066284732534,0.1740365098560988,11.12905793646159,13.156007947907863,0.11838392480266627,0.48633916460854437,0.1800213907625205,1.722516974421119,-0.11320026009843553,-0.650439727802141,0.04409825658966884,0.8644485421965511
r1600_c2400,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.6814633713649921,0.4528481240387171,0.6430893067361555,0.5846159277426961,1.3465645526978434,0.33658698466102427,0.33035594408229046,0.4466455058984054,0.6529199728501345,15.06439568549392,0.386058278377758,0.4162403859351864,0.5308791706344655,4,0.09849529979061428,0.13456990760173726,0.0768001861136853,0.06941275495605037,0.019297700895166185,0.06328313317078482,0.08502118587917899,0.08426005049877562,0.08040939743647772,9.627376892921733,3.6341289136418236,0.11626113937769283,1.367437282548705,0.31273336265386503,3.7115259343264855,0.1379704218442907,1.7158494683819185,0.06781909341579596,4.145256275567184
r2000_c2400,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.43540443205691853,0.20899612007414234,0.6567256583185221,0.6264172236131917,5.278499796875476,0.6642426161682183,0.2267957610214934,0.38084741450983306,10.568599407524983,19.180474396841692,0.5860074974408203,0.2745426868607406,0.40943016817552585,4,0.04122637388610759,0.3226256204325573,0.12616272881202487,0.07991754639540506,0.06341638810892564,0.07198772353233003,0.3106700455105016,0.16245699074526965,0.13299703802909202,5.409824228483358,20.402113102706725,-0.45524649609407597,-1.465369779522845,0.42992989729702874,2.6464228798325644,0.24556980910335868,1.846430662986963,1.9535938620482474,0.9401219520882393
r2000_c2800,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.2410937729991649,0.22683679474301385,0.7084289357740073,0.8702970144151255,0.2423958754750526,0.2602051041086895,0.7977284521264896,0.6588402473381694,0.9672688161378115,8.810198489407952,0.24807050602798766,0.7223179129699656,0.8397622572359222,4,0.03914455825999664,0.1349324416346355,0.22322848076325982,0.31759934437111176,0.08027181013343024,0.2537730991369444,0.1458655784974284,0.2877551758287587,0.18158868640214765,0.9987784192429958,8.941522129504323,-0.03336830936567567,-0.22876068301654834,-0.08929951635248223,-0.31033157299531533,0.21145676707695615,1.1644820570410561,0.9684518582919859,0.9853130554066357
r2000_c3200,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.9482606816000929,0.21476329761209423,0.9473301429994762,0.6058752471620258,7.325291297044873,0.37320447219637387,0.3433477956642579,0.4702578492312432,9.053940811537963,64.7184419391796,0.31725698900318994,0.408933562301996,0.4849873971105157,4,0.04034316487977054,0.06840446408632794,0.11823765704129513,0.022686512602206235,0.08554879559949133,0.11493646613653478,0.1059258081147967,0.10094383400280589,0.1882773698988729,8.884403352484329,31.107930169449336,-0.15844117458427964,-1.4957749901003314,0.6039823473352183,5.983350576107795,0.1356173979307826,0.7203064181511836,1.0190825936562444,2.0804483482716147
r2000_c3600,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.38362846207219303,0.3271839511285636,0.34330910651066493,0.6173668904616267,7.712397342474452,0.46252820273943057,0.18974393935442985,0.45468319466487095,4.703213241444736,28.697841401516843,0.36461266509063606,0.2359543209924309,0.4679599496325919,4,0.3117645691255989,0.4039312740816571,0.23145053858186926,0.1156716398180978,0.15797584539844797,0.14422386204064538,0.6603397880831245,0.33527166512386575,0.2710132171213539,23.561721785955374,23.984126402108924,-0.135344251610867,-0.20496152746414495,0.15356516715623508,0.4580320472339964,0.1626836957967558,0.6002795639443279,0.19961245974172476,1.196534779728039
r2400_c1200,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.47066068359438,0.3497381299973898,0.47168116524092346,0.6092250168130924,2.6416194215954274,0.5093098289095801,0.341064639769448,0.6261467858107647,8.197665949852944,8.328909722516604,0.4564857461443597,0.3300154218506181,0.5809801951273047,4,0.05750310674817389,0.13969657913743908,0.05914477798725494,0.10579112821254343,0.12010715879853291,0.16172972500248506,0.14599318833404587,0.11573532354622094,0.26333262323461537,18.979531050447846,20.709229804076006,-0.1595716989121903,-1.0930078364140905,0.13061652547147545,1.1285796027460142,-0.016921768997672282,-0.06426005555185574,0.4319214172396272,0.4021834612544259
r2400_c1600,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,1.0219691358586465,0.49381421213524684,0.3861742308585659,0.6777540088687455,1.753349563075152,0.43726020588321,0.15684923111891916,0.6090625677314668,0.8997118577287525,1.7957770452427346,0.42407107409201267,0.19055611884544468,0.5860618654536822,4,0.05138158108784867,0.20961894043255813,0.08099817640992418,0.032784498398026364,0.10050616805758045,0.13422612669088613,0.22628568997821863,0.05291861648649908,0.11279257306313716,10.322640584538203,8.27035795105579,0.056554006252036826,0.2499230342735349,0.22932499973964673,4.333541104540281,0.06869144113727865,0.6090067747530478,0.08715908011719294,0.21713413807119275
r2400_c2000,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.2966964983635694,0.4031930201769403,0.5245549472137947,0.6157592402702718,3.1062509385216845,0.30654437240121196,0.3136736941275706,0.4600658027119175,3.230531212170405,1.7691450412470693,0.34364727819160323,0.35737419843785695,0.49666879454732077,4,0.0788077095473154,0.6010572371269832,0.14886008212389087,0.15252375989917763,0.05920124051362631,0.07869882757435082,0.61790818091169,0.16242788017142032,0.10864112907492657,10.384798139237661,9.482280146664296,0.09664864777572835,0.1564126366366092,0.21088125308622407,1.2983069954718849,0.15569343755835435,1.4330984856663005,0.3110827161834034,0.18657380017077688
r2400_c2400,400,0.06932911127389038,11601,588274,0.10283862575837656,0.009599999999977626,0.5006797572956955,0.48297654690832953,0.26533937259743745,0.48506099731967284,0.630746917183596,10.435489895305897,0.19955306989966495,0.47750126900106976,0.40479419586922183,4.652663410917833,34.46759407858607,0.22078237474495532,0.5105148645159063,0.4340536592415777,4,0.06898475953886425,0.24630026346628536,0.11405356621193198,0.11437685975216366,0.10032901865397971,0.0773630992738516,0.2789470423056823,0.04963265249084439,0.14949983627217686,3.1587605528343246,18.811709105242457,0.0657863026977725,0.23583796463301807,0.007559728318603076,0.15231360685382672,0.22595272131437416,1.511391095459185,1.4729395701560992,1.8322414984070012
