quantity,centre,centre_dex,se_centre_dex,sig_int_dex,median_meas_se_dex,ellipse_semiaxis_dex
a2/a1,0.2811328906542944,-0.5510883418914766,0.04157008685950748,0.127,0.24783906864812139,0.27848375885923443
a3/a2,0.5958212139157549,-0.22488403800829251,0.024536895711036334,0.1,0.07342828952231684,0.12406334552225
