row,col,parent_chunk,parent_snr,coverage,n_ok,central_ok,r21_c,r21_jk,r21_se,r32_c,r32_jk,r32_se,cov_ab,a1_c,a1_jk,a1_se,alpha_c,beta_c,chi2_c,pull21,pull32,wall_s
2800,1800,68,5.36335,1.0,4,True,0.12770727710995206,0.1075066705378797,0.1673681574875095,0.6685140732496244,0.3241729647992246,0.5374853461512652,0.056040948373769495,0.21979271420746926,6.007426347129913,16.259057607707152,1.1839733628429272,1.0000000000000535,0.5418379022272414,-0.12069563813881327,-0.640652086454263,40.767009973526
2800,2000,69,6.46064,1.0,4,True,0.0007731759559655442,0.27623857019009423,0.2081179566558821,1.1864397527491743e-25,0.4322097819582295,0.30521332681889635,0.023626677111801088,78.33465531796236,0.6886520150363977,1.0309529183764587,0.8034113263371133,5.467141309563372,1.5657871164187889,1.3236022429799459,1.4160907928332,47.91962432861328
2800,2200,69,6.46064,1.0,4,True,0.017848966598764674,0.06406606671784934,0.09749270841923414,0.41968050370556453,0.388218898063943,0.2188568692266707,-0.003278061721152959,14.697337761826985,9.282573792166131,9.104249997678231,0.8310428714245345,1.0,1.066186733576641,0.47405699224544867,-0.143754252506631,95.95153188705444
2800,2400,70,6.95587,1.0,4,True,0.42085707096904856,0.4187388131203195,0.0651480322291062,0.8232089690532836,0.74639169698708,0.12590002928875826,0.000512404907761266,0.23599419221982973,0.2603356604825876,0.12757992543687105,0.9411039572378986,4.046296442816582,2.928196813793985,-0.03251453307568466,-0.6101449896411,26.874851942062378
2800,2600,70,6.95587,1.0,4,True,0.1727619925814442,0.15087335872031285,0.3995804745341564,0.38980887622262156,0.6071829581580015,0.6377407537023427,-0.08047501990967174,8.192404079380362,12.830988049835923,21.054353606295724,0.5375214794625967,1.0,1.7202813668651635,-0.05477903765605618,0.3408502289895001,69.51186490058899
2800,2800,71,5.97031,1.0,4,True,0.6147501849368577,0.6099686446208601,0.2830315399724247,0.23029978777513327,0.25806977385537216,0.10828370465919399,-0.013261181830653128,0.5422208592083693,0.5714068740100153,0.5130179431429976,0.6435261420650551,9.999999999999998,0.8275163356733757,-0.016894019360752174,0.25645581823821584,68.4612250328064
2800,3000,71,5.97031,1.0,4,True,0.36963129727765154,0.32691665018867866,0.24188792264245737,0.40450561823098313,0.36928087777079177,0.20372444002765877,-0.03182255787515928,0.598286430788892,1.0182982780710081,0.6934135154532238,0.8158733120875455,1.6277966220915205,0.5536008228034746,-0.17658858955149584,-0.17290385216132662,55.719796895980835
2800,3200,72,4.5613,1.0,4,True,0.11806345078458247,0.20222477558718122,0.04757688995964262,0.007828708166995978,0.444103042895966,0.19838272067711765,-0.0004286140856207272,0.5441032602189771,0.49057401056721683,0.27550639659840687,0.8043058477031195,3.4556477947981805,0.9361764446486383,1.7689538949264882,2.1991549124837255,46.40382099151611
2800,3400,72,4.5613,1.0,4,True,0.13127959314124138,0.11994672596140846,0.2124239882620898,0.3098114674523562,0.20734232558367266,0.21203645252163378,0.028773641155033624,0.8124287755750693,241.6262462475026,719.3529261706518,0.7203257656759784,1.0000000000000058,0.45439313551947325,-0.05335022316712354,-0.48326191393071327,42.19698190689087
2800,3600,73,4.09829,1.0,4,True,0.23766016041886012,0.1565814217152981,0.14787864141848983,0.5054931629180504,0.47789824162649625,0.571041555829799,0.03346404667240349,0.3255253760592191,0.8431469632915837,1.2934244740668501,0.6566281916416806,1.0,0.462353594173622,-0.5482788990068747,-0.04832384090060667,56.408061027526855
