quantity,n,median,raw_std,median_se,chi2_chi2,chi2_dof,chi2_chi2_dof,chi2_p,mu,sigma_int,lr,p,scatter_ratio
a2a1,105,0.386058278377758,0.20409356271167475,0.1789963954996341,470.8004206745609,104,4.526927121870778,4.404484465661818e-48,0.3822110846891802,0.1467178535746546,300.31388140279915,1.4072047950982486e-67,0.8196693188436553
a3a2,105,0.3877698629771202,0.20353325608164352,0.1453706137234554,904.8225908708819,104,8.700217219912325,6.510860416446341e-128,0.35325012047716475,0.1607505541239772,697.4386007881759,5.3909921388969245e-154,1.1057981390226481
a1,105,3.619602052962787,11.677710063077994,1.9203892807124416,1105.4240150945252,104,10.629077068216588,4.7750802861902794e-167,3.416281541119927,4.062766771823468,707.0264803747888,4.4333358711541764e-156,2.1155954225677776
